EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION
HOLLY BEACH COMPRESSOR STATION #701,1003090,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - HOUSTONIA,1003106,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - MONTEZUMA,1003108,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - OLPE,1003109,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - PLEASANT HILL,1003111,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - TUSCOLA,1003113,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
TRUNKLINE GAS CO - AMBIA,1003116,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
TRUNKLINE GAS CO - DYERSBURG,1003118,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
SEA ROBIN PIPELINE CO - ERATH,1003121,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
TRUNKLINE GAS CO - INDEPENDENCE,1003122,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
TRUNKLINE GAS CO - TUSCOLA,1003126,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
STATION #1 - KINGMAN CMP STN,1003131,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
NGPL Station 195 Haddam  KS,1003140,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Echo Springs Compressor Station,1003142,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
FLORIDA GAS TRANSMISSION COMPANY - TRENTON,1003148,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
FLORIDA GAS TRANSMISSION COMPANY - VIDOR,1003149,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - EDGERTON,1003152,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - GLENARM,1003153,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - GREENSBURG,1003154,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,1003191,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
FLORIDA GAS TRANSMISSION COMPANY - ZACHARY,1003192,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PANHANDLE EASTERN PIPE LINE CO - CASHION,1003194,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Amber Junction Compressor Station,1003209,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Chandler Compressor Station/Wilburton Compressor Station,1003211,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Central Compressor Station,1003237,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Cooper Compressor Station,1003238,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
WAHA CMP STN,1003250,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dunn Compressor Station,1003277,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Malvern Compressor Station,1003279,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Panola Compressor Station,1003287,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Perryville Compressor Station,1003298,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Searcy Compressor Station,1003308,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
MAYPEARL CMP STN,1003332,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Beaver Station (Tran),1003381,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Newark Station (Tran),1003433,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Vernon Compressor Station,1003435,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Westdale Compressor Station,1003436,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Crayne Station (Tran),1003443,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
KMTP Station 581 Markham  TX,1003452,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Cornwell Station (Tran),1003461,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Hall Summit Compressor Station,1003480,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Finnefrock Station (Tran),1003511,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Greenlick and Little Greenlick Stations (Stor and Tran),1003512,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Oakford and Rock Springs Stations (Stor and Tran),1003531,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Gilmore Station (Tran),1003537,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Lebanon Station (Tran),1003541,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Bald Knob Station,1003553,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Bastrop Station,1003554,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
TEXAS GAS TRANSMISSION - GREENVILLE STATION,1003557,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Jeffersontown Station,1003596,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Unionville Storage Compressor Station,1003600,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Stateline Compressor Station,1003657,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Youngsville Station,1003720,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,1003725,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
FLORIDA GAS TRANSMISSION COMPANY - THONOTOSASSA,1003729,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Kenton Station,1003776,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
KMTP Station 552 Kennedy  TX,1003897,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Lake Cormorant Station,1003915,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Sharon Station,1003916,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Texas Gas Transmission - Slaughters Station,1003917,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
GPLC JOLIET SALES,1003995,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
MGT CS Petersburg 2110,1003999,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
MGT CS Portland 2101,1004000,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
MGT Potomac 2118,1004002,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GAS CEREDO COMPRESSOR STATION,1004031,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Columbia Gas Transmission LLC CLEVELAND 6C4330,1004032,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GAS TRANS LLC SALISBURY COMP STA,1004035,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PG&E KETTLEMAN COMPRESSOR STATION,1004068,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PG&E TOPOCK COMPRESSOR STATION,1004069,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Armstrong Gas Plant,1004087,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Questar - Oak Spring Station (Tran),1004089,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Dominion Energy Transmission - Groveport Station (Tran),1004160,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GAS FILES CREEK COMPRESSOR STATION,1004161,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
IROQUOIS GAS TRANSMISSION SYSTEM  L.P. - BROOKFIELD COMPRESSOR STATION,1004165,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION  BANNER COMPRESSOR STATION,1004167,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION CO - DELHI COMPRESSOR STATION,1004168,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION LLC HARTSVILLE CS,1004169,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION LLC  INVERNESS COMPRESSOR STATION,1004170,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
PG&E HINKLEY COMPRESSOR STATION,1004272,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
IROQUOIS GAS TRANSMISSION SYSTEM  L.P. - WRIGHT COMPRESSOR STATION,1004323,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Columbia Gas Transmission LLC Kenova CS,1004356,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Columbia Gas Transmission LLC Lost River CS,1004357,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION CO. Clementsville CS,1004358,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION  CORINTH COMPRESSOR STATION,1004359,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION COMPANY HAMPSHIRE CS,1004360,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
COLUMBIA GULF TRANSMISSION LLC STANTON CS,1004361,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Arkoma,1004404,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gilmore Gas Plant/Bel Junction Compressor Station,1004468,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Belle River Compressor Station,1004564,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Eastside Compressor Station,1004634,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
WASHINGTON 10 STORAGE (MICHIGAN CONSOLIDATED),1004647,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gulf Crossing Pipeline - Sterlington Station,1004734,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gulf South Pipeline - Vixen Station,1004736,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
ANR Pipeline New Windsor CS,1004769,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Northern Border Pipeline Saint Anthony CS#7,1004771,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gas Transmission Northwest Pipeline Rosalia CS#6,1004773,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gas Transmission Northwest Pipeline Wallula CS#8,1004775,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
ANR Pipeline Greensburg CS,1004776,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Great Lakes Gas Transmission Pipeline Shevlin CS#3,1004777,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gas Transmission Northwest Pipeline Kent CS#10,1004778,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Southern California Gas Blythe Facility,1004779,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gas Transmission Northwest Pipeline Bonanza CS#14,1004780,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Gas Transmission Northwest Pipeline Athol CS#5,1004781,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Northern Border Pipeline Glasgow CS#1,1004784,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Northern Border Pipeline Wolf Point CS#2,1004785,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Northern Border Pipeline Arnegard CS#4,1004786,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Great Lakes Gas Transmission Pipeline Farwell CS#12,1004787,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
VECTOR PIPELINE LP Athens,1004814,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
Great Lakes Gas Transmission Pipeline Naubinway CS#10,1004820,2015,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,
